,text,is_misinfo
8065,"Fully Vaccinated against Covid! Thanks Moderna! 💉💉
#vaccinated #VaccinesWork https://t.co/ER7jELrSz4",0
8066,"Excuse me, are you looking to get #vaccinated? You can schedule #COVIDvaccine appointments #online on this @UCRiverside website (open to the general public, including non-#Riverside county residents): https://t.co/fHPy9QfU5D #vaccination #vaccine #vaccines #COVID19Vaccine #health",0
8067,Big day!!! 2nd Moderna shot but can't wait to see 1st Madam Vice President at the State of the Union!!!!#vaccinated #VicePresidentHarris ✨🇺🇸 https://t.co/ttvoVb8bI3,0
8068,"Just got my first vaccine, who’s trynna fuck? Or is it more romantic to wait until the second one? #vaccinated",0
8069,"#WEDNESDAYWINS 
Current advice from JCVI states that all pregnant women should take the Pfizer or Moderna vaccine when they are offered it. 
Please find below a very useful source summarising all aspects of the COVID-19 vaccine and pregnancy - https://t.co/F7iOKNqQSn

#vaccinated https://t.co/uU0yrJuWVN",0
8070,Live at the Nepean Sportsplex #schittscreek  - I’ve got my vaccine have you? - Get your rhinestones out.. #VaccinesWork #vaccinated #VaccinesSaveLives #ontariohealth https://t.co/WwoiDxxdhD,0
8071,2nd dose DONE! And still gonna social distance and wear my mask #Moderna #VaccinesWork #vaccinated #COVID19Vaccine https://t.co/MBO338UF2X,0
8072,"Approving a vaccine, utilizing  novel RNA technology without extensive  testing is extremely  dangerous.The vaccine could be a bioweapon and even more dangerous than the original infection'
https://t.co/zKtYSV1P4d",1
8073,I did my part! #vaccinated #vaccineclub #SecondShot  #PfizerGang #Pfizer https://t.co/gz1B9e4uqr,0
8074,Shot no. 2 in the arm. #pfizer #vaccinated https://t.co/We6rsHJcWa,0
8075,Officially 48 hours out from Pfizer dose #2...zero side effects except for a sore arm. #GetVaccinated #vaccinated #PfizerVaccine #science,0
8076,Just got #vaccinated #Moderna #modernagang #ModernaMafia https://t.co/VglKBiGTM3,0
8077,Today’s lunch includes a 2nd helping of Moderna with a side of relief. #vaccinated https://t.co/cyc4NImREx,0
8078,"#SoExcited
My “I don’t trust the Govt”, “there’s no money in healthy people”, conspiracy theory minded guy told me yesterday he’s not getting the vaccine for cuz reasons. this morning that he said he changed his mind. He got the shot less than 2 hours later #LoveMyGuy
#vaccinated",0
8079,"If you date men, don’t worry about what’s in the vaccine",0
8080,"How to die: watch the news and drink a shot everytime you hear the word ""vaccine"".

#GetVaccinated #vaccinated #vaccine #CovidVaccine #CoronaVaccine",0
8081,"Mood now that I’ve got my second vaccine dose

 #vaccinated https://t.co/TsqDWVapyK",0
8082,Today April 29 2021 brought to you by science. Today I took my daughter to school in person since March 11 2020. Then had breakfast with friends. All fully vaccinated. Loved every minute of it. All made possible by science. Get your vaccine. #VaccinesWork #vaccinated,0
8083,Today: got my first shot of Covid-19 vaccine #vaccinated saw my mother for the first time since September and booked a holiday to Argentina #busyday,0
8084,"Just adding to the calls for @SpotifyCares to remove the dangerous vaccine recommendations @joerogan put out there this week. He may have been explaining his personal experience but he had the clear intent to discourage vaccinations, a critical public health measure.",1
8085,Got my second shot! #Moderna #GetVaccinated #vaccinated #vaccinateLasVegas https://t.co/Z4cSYCzEmm,0
8086,"Got the jab thanks to #OpVECTOR

#Moderna #vaccinated 1/2 https://t.co/qbvbK5Srgl",0
8087,"#vaccinated 
#Pfizer 

Thank you @SaudiMOH https://t.co/bt7h9XVvKo",0
8088,"It didn't happen if you don't post about it, I got my second dose of the moderna vaccine today. I am happy that I am fully vaccinated now and I hope many more people also get vaccinated. Please get vaccinated. 
#Moderna #vaccinated",0
8089,"It's been 20hrs+ since my vaccine.
No third eye, no extra limbs.
No side effects so far, not even soreness in my arm.

I think I like this single shot J&amp;J version.
#vaccinated",0
8090,Getting my second dose today! #vaccinated #Pfizer,0
8091,Yesterday Anawim Housing provided a vaccination clinic for program tenants in partnership with our friends at @PHCIowa. The importance of this clinic was to help increase access to the vaccine for Anawim's highest-risk population. #publichealth #vaccinated https://t.co/4FzJFl5geK,0
8092,I’ve never been so happy to be in Bakersfield in my life! #Vaccinated #SecondShot #Pfizer #SeeYaInTwoWeeks #Hugs,0
8093,"Rule #2 of Zombieland: Double Tap
#Pfizer #vaccinated https://t.co/Vz1JEDD3Vb",0
8094,"First and foremost, I received my first dose of Pfizer-BioNTech and feel relieved. Vaccines are the ultimate weapon for coronavirus, for sure! Except one thing that I got soaked up in heavy rain (and HAIL!😬) while lining up for pop-up vaccine clinic.
#vaccinated
#VaccinesWork https://t.co/ulMepT6D6z",0
8095,"#vaccination #vaccinatedAF #vaccine #SocialDistancing #bigfoot #sasquatch

Sasquatch Bigfoot I Identify As Vaccinated Social Distancing T-Shirt https://t.co/Z4gvHTdiRZ",0
8096,"TESTING &amp; VACCINES are the way to an end to the CORONA VIRUS Pandemic. Get Tested, Get Vaccinated , Get Informed.
#community #moderna #vaccinated #iambetances #yosoybetances https://t.co/opEX7bQmDG",0
8097,"At 1:23 today I got my first shot of Pfizer. 

Had to take my selfie in my Captain Marvel merch for #nationalsuperheroday.

Thank you @QCHOttawa @OttawaHealth
 @JimWatsonOttawa #vaccinated

https://t.co/M8zKsO67FM",0
8098,"https://t.co/FQWkJDRLTQ
What the hell is the point of the #vaccine if nothing changes at all?
The people in charge want this to go on forever &amp; couldn't care less if your #vaccinated
The clearly don't give a shit with guidelines like this https://t.co/mUgNZmJzV0",0
8099,"Spending my post vaccine migraine day binging @Revenge (I’m lucky not to suffer from visual migraines - granted nausea realllllllly sucks)

But I’ll take this over the chance of weeks of Covid, severe illness and lifelong damage to my body. #vaccinated",0
8100,Got my first Pfizer shot! #vaccinated,0
8101,CV-19 Experimental Vaccine = mRNA Gene Therapy = DNA-mRNA hybridization = DNA-mRNA Cloning Therapy = Programmable DNA-mRNA matter Therapy = Experimental Inoculation = Experimental Alien DNA-mRNA Inoculation,1
8102,"Second Covid Vaccine done this morning, feeling good! #vaccinated",0
8103,Let's #GetVaccinated! #wecandothis #vaccinated #vaccine #covid19 https://t.co/AKD0dnzlhQ,0
8104,"If you are providing #PTO for your #employees to get #vaccinated, don't miss the potential #tax credits. https://t.co/CBNwRdztfI",0
8105,"Study by Public Health England👇1 dose of COVID-19 vaccine ⬇️ household transmission by up to 50%

Get #vaccinated not only to protect yourself BUT ALSO TO PROTECT YOUR LOVED ONES

@KailashChandOBE @dgurdasani1 @kamleshkhunti @DrNighatArif  @CNagpaul @doctorshaib @nigelj08223325 https://t.co/3ZZZH2jqBO",0
8106,My mom just got her first dose of the vaccine...💉 #vaccinated https://t.co/W7EIcGTzfV,0
8107,COVID Vaccination Badges - great to wear if you have had your vaccine! 💊  https://t.co/gk1FSHk3Mu #keyworker #ivehadmyvaccine #vaccinated #ivehadmycovidvaccination #badges #handmade #badgemaker #shopmall #covidvaccinated #nurse #nhshero #hero #staysafe #positive #buttons https://t.co/CDQhGTWCG6,0
8108,So grateful to science and the health professionals who made getting a vaccine a pleasure. Feel elated that I’m one step closer to protecting my families - home and Room 103. #vaccinatededucator  #haltonregion https://t.co/v9V5BrHnp2,0
8109,Getting #vaccinated means protecting your health and the health of those around you. Child care providers share why they got the COVID-19 vaccine with @First5CA. Schedule an appointment today at https://t.co/dhTebBRwNd. https://t.co/OyNVVhlr7l,0
8110,Fully vaccinated and ready to fulfill my dream of crowd-surfing #vaccinated #Pfizer,0
8111,I received my 2nd Covid shot today! #vaccinated #vaccine #Moderna #thisisourshot #GetVaccinated #COVIDVaccination #covid https://t.co/5J1jf4PfOc,0
8112,"Anyone think it strange that places are willing to pay you $$, free donuts, free beer for a year to take a vaccine?  mRNA is gene therapy to ""trigger"" your immune system.  Good health, eat good, workout is what  God gave us to battle viruses correct? This is all we need.",1
8113,"Watch ""BioNTech CEO: Third Dose Will be Required"" on YouTube https://t.co/ezyybwUknW 
In the end, it will be endless ""boosters &amp; reformulations"". I TOLD YOU SO before the even developed this. THATS HOW A VIRUS WORKS &amp; THIS ISNT A TRADITIONAL VACCINE. its experimental gene therapy",1
8114,One shot down one to go do your part get your #vaccine #vaccinated #VaccinesWork https://t.co/GCzQIBTNtH,0
8115,"🦠COVID19 Vaccinated Stickers | Stick them on the office door, the car window, your lunchbox | Spread the word not the virus | Large: 3"" diameter, 6 stickers per sheet https://t.co/kstEqT10sM #COVID19 #stickers #Vaccinated #vaccine #pandemic #virus https://t.co/yvVwLfMhxr",0
8116,FULLY VACCINATED!!! FUCK YEAH!!🎉😷💉🥳💉😷💉🎉💉 #BioNTech #Vaccine #Pfizer #vaccinated #VaccinatedAF https://t.co/FmKAXhC51d,0
8117,Second shot of Pfizer 🦠💉☑️ #vaccinated,0
8118,"After more than a year of battling the #CoronavirusPandemic, we now have the opportunity to move towards a COVID-19-immune world by getting #vaccinated. I received my vaccine in February for my grandsons. This #WorldImmunizationWeek do your part and get your #COVID19 vaccine. https://t.co/ii4g53PB1f",0
8119,"Am I doing this right? I was told I need to post my vaccine to social media. #vaccinated #fuckcovid @ Corona, California https://t.co/YahFcUqlIp",0
8120,"The #Navajo Nation has gone from highest rate of #Covid cases to the highest number of people #vaccinated 

More than half adults have received the #vaccine https://t.co/cefm03YzYI",0
8121,"https://t.co/JmiKhw6UOO
DOCTORS WORLDWIDE ARE EXPOSING THE CORONA VACCINE SIDE EFFECTS.
#Anonymous #wakeup #truth #RealNews #news #NewsUpdate #infowar #newsalert #BREAKING #BreakingNews #vaccination #vaccinated #vaccines",1
8122,if you smoked dank vapes before don’t worry about what’s in the vaccine 💉,0
8123,"1 vaccine down, 1 to go. Summer, is that you playa? #vaccinated",0
8124,There is panic everywhere - people are running for hospitals' - doctor ... https://t.co/TOrtg3KDX8 #CovidVaccine #covid19 #COVID19Vaccine #CoronavirusPandemic #vaccine #vaccination #vaccinated #MedTwitter 💉,0
8125,"After getting the second vaccine, I feel like they injected Osmosis Jones into my body to defeat Thrax. #vaccinated #tonykornPFIZER #GetVaccinated https://t.co/q7xMFJTuKs",0
8126,"I am fully Vaxed baby!! I got the mother fuckin 2nd Moderna shot today!! #Moderna #vaccinated
https://t.co/olL5BnMeLt",0
8127,"TN is lagging behind in Vaccination.
The important reason is the fear of taking Alcohol after vaccination.
Pls everyone get vaccinated.
Vaccine is the only option to end this.
#vaccinated",0
8128,First shot!  #vaccinated #AstraZeneca https://t.co/r2XB3HFhKp,0
8129,"There's one thing about vaccines I hope we can all agree on: Getting vaccinated should not result in getting spam emails. 🤬

#COVID19Vaccine #CovidVaccine #vaccine #vaccinated",0
8130,"The Faithful America petition asking La Crosse Bishop William Callahan to fire Fr. James Altman for spreading deadly vaccine misinformation and breaking COVID-19 protocols gathered more than 10,000 signatures in its first 24 hours, the group said. https://t.co/gm3xZxqVst",1
8131,"Is it a requirement of that national guard that you be fucking hot?! Add to the list of vaccine side effects, hot flashes &amp; soaked panties #VaccinesWork #vaccinated #PfizerVaccine #vaxxedandwaxed",0
8132,Vaccine #2 done! So begins the 2 week countdown to full immunity! #vaccinated #GetVaccinated #CovidVaccine #vaccine #COVIDVaccination #COVID19Vaccination #Covid https://t.co/Xme1fB3r20,0
8133,If you ever bought drugs in Barstow don't worry about what's in the vaccine,0
8134,Just call me King @pfizer the First of Hfuhruhurrland!!! Ah the relief!!!! MH xxx #vaccine #VaccinesWork #vaccinated https://t.co/yjXRH9QYuP,0
8135,"Just got my second vaccine! They say move your arms to help with soreness.
So I suggest doing #backdoor by @Stray_Kids  
*Knock Knock Knock knock*
#vaccinated #GetVaccinated #WearAMask #StrayKids #straykidsmakestaySTAY https://t.co/sTyMiXXxEz",0
8136,"The newly updated #CDC guidance stating that people who have been fully #vaccinated can enjoy a range of activities outside without wearing masks should spur younger people to get a COVID-19 vaccine, President Joe Biden said on Tuesday.

https://t.co/7yseNAMeik",0
8137,"How Pfizer Makes Its Covid-19 Vaccine https://t.co/C6uBt2Cw6O 

Get #face2face with those you love. Get back to what inspires you. Get #vaccinated .

#GetTheVax #f2fa",0
8138,"If you force or shame people into getting a rushed vaccine you are a weirdo. 
Mask shame all you want, but don’t be fuckin weird and try and talk down to someone who doesn’t want to be apart of a world wide “test”.",1
8139,"So sorry I’m not responding a lot!! Very busy today but i just wanted to show you me getting #vaccinated 

It’s not my best picture LOL!!! But here it is!! I’m #vaccinated and happy about it!! Can’t wait for my 2nd dose! I got Pfizer! Sore arm but nothing else right now!! https://t.co/fFcM9DSx4Z",0
8140,I am FULLY VACCINATED! Got my second dose of the Covid-19 vaccine yesterday. If you can please get vaccinated! #vaccinated #ehlersdanlossyndrome https://t.co/jryqWeUyx6,0
8141,"#vaccinated #vaccine #VaccinePassports 
Vaccinated Retro Pro Vaxx Pro Vaccination T-Shirt https://t.co/CXLIvwacvF",0
8142,"As of today, all my parents and in-laws have had their first vaccine 🙌🙌🙌
Delighted and hoping for even more clarity for anyone eligible and still waiting.

#VaccinesWork #VaccinesSaveLives #vaccinated #covid19Ireland https://t.co/dxf9mrA3UL",0
8143,"DYK? Anyone 16 or older is eligible to receive the vaccine with OR without health insurance? 
Getting the #COVID19 vaccine is free!

#vaccinated #vaccinateAll58 #ThisIsOurShot #StopTheSpread https://t.co/1Qn1TAPXwN",0
8144,THE HAPPINESS IS REAL! I got my first dose of MODERNA!! I thank God each and every day that we have such intelligent minds to make the world a safer and better place!! #vaccinated https://t.co/OwHc8Qx98S,0
8145,"If you want to nap through several hours of roof work right above your head, #Pfizer dose 2 may be your ticket! Wow. #vaccinated",0
8146,2nd vaccine shot complete! #Moderna #vaccinated #VaccinesWork,0
8147,"Getting my COVID vaccine was pretty easy. Checked in at the front, was led to a chair in this room, got the shot, had to wait 15 minutes and I was gone!  Whole thing took about 20 minutes. #GetVaccinated #COVIDVaccination #vaccinated https://t.co/5iwYIoXUHW",0
8148,GET #Vax2DaMax! Merchandise available on #Redbubble. #redbubbleshop #redbubbleartist #redbubblestickers #covid_19 #covidvaccine #vax #vaccine #vaccinated #adcouncil #pfizer #PrinceBrundall #BOOM https://t.co/OkU6JsswdW,0
8149,"When @POTUS and @VP say get the vaccine, you get the vaccine #maskup #vaccinated Thank you Nurses!!! https://t.co/ot0djed3yb",0
8150,"Alhamadullah!!!
Got the second dose of vaccine at Dow Dental College University Road. Thanks to doctors &amp; staff!!
My Prayers for Whole World to Overcome this Threat!!!
#Covid-19 #vaccinated 
@WHO https://t.co/wlcB3cQdaX",0
8151,"Stick it in me (intramuscularly) feat DJ AstraZeneca and MC @sciencemuseum 
#igottheshot #vaccinated https://t.co/k90ngNZcNb",0
8152,"Fully vaccinated seniors are 94 percent less likely to be hospitalized with covid-19 https://t.co/Dco4p9ldCb   

Get #face2face with those you love. Get back to what inspires you. Get #vaccinated .

#GetTheVax #f2fa",0
8153,"Reminder: the COVID-19 vaccine mobile unit will be at the farmers’ market tomorrow with a free @bangcookies with every vaccine (Moderna) 🍪💥 No appointment necessary, just bring your mask and ID 😷💉 #maskup #vaccinated #hdsid #jerseycity https://t.co/HKd8IxuTby",0
8154,i’m fully vaccinated now!! #Pfizer #vaccinated,0
8155,💉🩹2nd dose🩹💉 #COVID19Vaccine #Pfizer #vaccinated https://t.co/T2ffW0oFRP,0
8156,"Receiving the vaccine brought optimism for me! Reading articles like this below gives me hope! #vaccinated #VaccinesSaveLives 
Article 1:
https://t.co/FlbCkLR2QI
Article 2:
https://t.co/osf8WWy8Uy...",0
8157,"So far the only noticeable side effect from the J&amp;J vaccine is social awkwardness and crippling marijuana addiction. 
#covid #vaccinated #science #weed",0
8158,"Just got my first covid vaccination shot  and am feeling good. Finally on the road to being fully vaccinated.
#Moderna 
#vaccinated https://t.co/UCOWK6bljV",0
8159,"Moderna's and Johnson &amp; Johnson Covid-19 Vaccinations - Now available at River's Edge Pharmacy.
Schedule your appointment today: https://t.co/IIM8BJFowd
#Vaccinated #REPharmacy #Moderna #JnJ https://t.co/XXnNro9tkC",0
8160,Guess what I got today! My second #vaccine!! Happily #vaccinated! #VaccinesWork  #Moderna https://t.co/YFo3QmDBsU,0
8161,"Ready to be vaccinated! First one at 04/05! Closer to ""freedom"" #vaccinated #GetVaccinated #vaccination #CoronavirusVaccine #coronavirus #κορωνοιος #AstraZeneca",0
8162,"Again #vaccination targets not satisfactorily achieved in #Karnataka. What is the reason @CMofKarnataka @mla_sudhakar @DHFWKA ? Does our state have #vaccine shortage? Or is it shortage of healthcare workers, or r people not turning up to get #vaccinated ?
#IndiaFightsCOVID19 https://t.co/yKYz4W6xFR",0
8163,"Will you chose her over any vaccine? #VaccinesWork  😅😂🤫
https://t.co/wSw1e0X5vX",0
8164,"Principal Scientist, Gene Therapy Upstream Process Development, Pfizer, Morrisville, NC https://t.co/qoNWmVel0K",1
8165,".@CDCMMWR : Effectiveness of Pfizer-BioNTech and Moderna #Vaccines Against #COVID19 Among Hospitalized Adults Aged ≥65 Years — United States, January–March 2021   #VaccinesWork  https://t.co/yQXoBcIiG4 https://t.co/jQg6aeSGiz",0
8166,"Nashville mother of three paralyzed less than a day after getting second dose of the Pfizer vaccine

#vaccinated https://t.co/oAMkFq5EzK",1
8167,"Spilled coffee in my lap on the way to getting my second dose of COVID-19  vaccine. Avoiding people haha 😂 

#vaccinated #coffee #messy",0
8168,"So far, in Alberta, there have been 243 reports of an adverse event following immunization (AEFI) among the 1.45m doses of vaccine administered, or 0.02% of all doses administered. 

#VaccinesWork 
#abhealth 

Source: https://t.co/NwTKKmTd4f https://t.co/RWe7nhlq3m",0
8169,First shot down! Woop #VaccinesWork #Pfizer #VaccineForAll,0
8170,First haircut in over a year! #vaccinated#Pfizer https://t.co/OXt6hfxhr0,0
8171,Gates says Patent law can't be waived even pandemic.Vaccine formula can't be shared by companies.That makes the whole thin shrouded in mystery.What is the guarantee that the formula shared is the same used in developed world&amp;not prepared specially for 3rd world.depopulation???...,1
8172,"“Terrific news”: Just 1 dose of a COVID-19 vaccine can almost halve household virus transmission, according to a study of the Pfizer and AstraZeneca vaccines; protection was seen from ~2 weeks post-vaccination. BBC
 #COVID19 #VaccinesWork 
1️⃣
https://t.co/wGjChRC9Tz",0
8173,I got my first dose of the moderna vaccine yesterday. After the weirdest hot flash I’ve ever had and a ridiculously long nap this morning I feel great. Arm’s a bit sore though. 😅 #Moderna #vaccinated,0
8174,"Finally got my vaccine!! 
😷💉☺️ 🎉🎈🩹

✅1st shot Pfizer vaccine ✅
🗓2nd shot 3wks from today🗓

Feeling SO relieved right now😌
#VaccinesWork 
#Pfizer 
#vaccinated 
#COVID19",0
8175,"In today's @People, @itsgabrielleu and @DwyaneWade talk about their new book, #parenting and working with Vaccinate Your Family on a new #vaccine awareness campaign called ""Don't Skip"". Stay tuned for more details coming soon! https://t.co/i5F64ALaI3 #DontSkip #VaccinesWork",0
8176,"Thanks to our @UNICEF Vaccine Champion, the busy actor, dancer, presenter and model Mumtaheena Chowdhury Toya for reminding everyone to get their children #vaccinated now, and when it's their turn, to get the #COVID19 jab to protect the 🌏.

#VaccinesWork https://t.co/3L0R9N7CoK",0
8177,If you’ve eaten Kraft dinner and hot dogs don’t worry about what’s in the COVID vaccine,0
8178,"Excellent article on why Canada has not manufactured Covid vaccines yet, with some hope that it might do so in 2021.
https://t.co/3zGQIMVQVE
#VaccinesWork #COVID19 #Canada",0
8179,"Hey, wanna #NoVaccine #andchill? #CV19 #bloodclots #ExperimentalGeneTherapy #depopulation #masspsychosis #Moderna #AstraZeneca #JohnsonandJohnson #fullyunvaccinated #WHO #arrestgates #arrestfauci #MedicalTyranny #ivermectin #hcq #HydroxyChloroquine https://t.co/hpalHQ5cDc",1
8180,So many feelings this morning. Mainly relief and gratitude. Dose 1 done! Amazing clinic run by @RegionofHalton. Wonderful staff and volunteers. And thank you to science for making this possible! #VaccinesWork #Pfizer #BurlON https://t.co/GmkOeCd8CM,0
8181,I got my 1st Pfizer shot this morning!  #vaccinated #letsgetbacktonormal https://t.co/gu5fE4ZusC,0
8182,He's sinister behind this Pandemic not only he owns major world vaccines also does China's #Covid vaccine funding.He's keen for depopulation agenda given statements to control it by vaccines so all u Mopheads out there keep taking it! https://t.co/dM1dE14lFf,1
8183,Vaccinated. Got the Moderna one aka the Dolly Parton one. Was excited about getting vaccine forgot was going to be stabbed with a needle. Decided to watch needle go in! (Hurt more than expected. Like someone stabbing you in arm with a needle....). #vaccinated https://t.co/gegf3t783I,0
8184,"For anyone wondering, I am #vaccinated Pfizer part 2, +48 hours, and I feel perfectly fine. Slight deltoid muscle soreness yesterday, no worse than a flu shot. #VaccinesWork",0
8185,Former-#Pfizer VP Yeadon: 'I don’t think you could come up with a better plan' for #depopulation than the #pandemic and #vaccines https://t.co/CvT0VsSRKg,1
8186,"This World Immunization Week, our brilliant actor &amp; model @ImSafaKabir proudly joins @UNICEF as a Vaccine Champion.🥳

🙏 Safa for raising your voice to spread our message: By vaccinating ourselves &amp; our children, we are creating a safer, healthier 🌏 for us all. #VaccinesWork https://t.co/pqznIucj2w",0
8187,"Newscaster Slips Up On Live TV: 'They're Running Out Of People Who Want To Get Euthanized' - More Doctors Warn Of 'Demonic Depopulation' And 'Vaccine Bioweapons'  

https://t.co/pmwjCBpfut",1
8188,"This is amazing. Thank you to Pfizer for allowing NYT to film this process. As a Moderna recipient, I'm disappointed to read that they denied access to their facilities. #VaccinesWork #science 

How Pfizer Makes Its Covid-19 Vaccine https://t.co/J0oOQxZBoV",0
8189,"CCP virus = bioweapon phase 1 (scare the stupid people into compliance) 
""Vaccine"" = bioweapon phase 2 (cull the population massively)
#COVID19Vaccine #COVID19 #VaccinesWork 
https://t.co/6fNy6rnkor",1
8190,"A #Miami, #Florida #school is using debunked #pseudoscience as a means of #bullying staff into not getting the #COVID19 #vaccine. They should be shut down ASAP. https://t.co/WFdlZySL61 #publichealth #education #VaccinesWork",0
8191,"The lady at the vaccine site (dose 2! woo!) asked if I had a sticker yet and I might have scared her a bit with my enthusiastic ""NO! But I would LOVE one!!"" Heh. #vaccinated",0
8192,"Alcohol at 18: ❌
Drugs at 18: ❌
Handgun Ownership at 18: ❌
Smoking at 18: ❌

Fight in an endless war at 18: ✔️
Take an unproven vaccine at 18: ✔️
Vote at 18: ✔️",1
8193,"If you’re smashing random people raw 24/7 and never get STD checkups, don’t worry about what’s in the vaccine!!!",0
8194,"Dr. Aniket Vaidya appeals everyone above the age of 18 years to take the vaccine. 💉
#VaccinesWork #Goa #COVID19Vaccine #India https://t.co/ClbHZjclw0",0
8195,"Second dose of Pfizer today. Being vaccinated is a better feeling than dying of covid last year. My prayers go to those who passed, to those who survived and those who continue to fight against this sickness. God bless- better days are ahead🙏🙇‍♂️ #vaccinated #Pfizer #FightCovid",0
8196,"Vaccines are amongst the greatest advances of modern medicine. They have prevented lifelong disabilities and saved millions of lives.

So too will the COVID-19 vaccine, acting as a protective shield for whole families and communities.

#VaccinesWork https://t.co/UiMN7E1uXD",0
8197,"Uber is launching more than a half-dozen new features, including one that will let users book vaccine appointments at Walgreens.  

Read more: https://t.co/0eXQ3hO1SQ

#uber #vaccinated 

This article was fact-checked by Oigetit ✅ https://t.co/79tfBizh29",0
8198,"Signal Not Noise April 27
- The dems love playing hide and seek! There is more emphasis on hiding!
- Lookout for depopulation and vaccine passports!
- The DNC is now extinct having been replaced by the CCP.
- The FBI is totally corrupt from top to bottom!
https://t.co/ysQj4poZ4p",1
8199,"Just got my second dose of Dolly and I'm so grateful! Thank you, Science! #Moderna #dollyparton #VaccinesWork #vaccinated",0
8200,"Getting a COVID-19 vaccine? Post a selfie, tell us what being #vaccinated means to you and tag @UNICEF for the chance to be featured. Some of you are sharing the v-sign, while others are sharing vaccination card. No matter how you do it, together, we can show #VaccinesWork! https://t.co/onzhP5U4Ix",0
8201,Got my 1st #Pfizer dose ♥️👽 I’m so happy #FL #vaccinated https://t.co/zB5el32Tpk,0
8202,I have a confession to make: I hate needles. 😫 But I got #vaccinated anyway. We need to protect each other. Don't forget to #getvaccinated: https://t.co/RFH04VR9Op https://t.co/tbNnsyARJp,0
8203,"The #PrivateSector’s experience in routine immunization could be 🔑 to rolling out the #COVID19 vaccine quickly and effectively. Take a look at how we’re engaging the private sector: https://t.co/VmmOBHuHu4

#VaccinesWork @USAIDGH",0
8204,"#Open  #ElectionRoll wise #vaccination  #Booth so every body gets#vaccine #N those whose names R missing enjoy #freshly enroll their names 
#VaccinesWork",0
8205,"We're excited to be hosting another #COVID19Vaccine clinic today with our partners, @MobileMed9309. 

Have you received your #vaccine yet?

You can register to receive the vaccine at https://t.co/2SKsEbMkMi.

#VaccinesWork #vaccinated https://t.co/z2pCDAuGMi",0
8206,Second time volunteering to vaccinate for Ohio Medical Reserve Corp. 2000 second doses to be given today. I love every minute of this. #VaccinesWork #PfizerVaccine #PleaseGetVaccinated #Moderna,0
8207,Just #vaccinated fingers crossed no side effects. My arm is sore a little. #AstraZeneca,0
8208,I want a refund for my flight ost that I couldn't take last year due to giv covid lockdowns...looks like there will be covid passports needed to fly and I will NOT take an unproven vaccine ..so I want my money back...it was booked through expedia,1
8209,The best part about getting vaccinated is cold vaccine sandwiches the next day. #COVID19 #vaccinated #VaccinesWork https://t.co/t5iRUjtzoe,0
8210,"Sat here waiting for my Covid Vaccine, whilst everyone I know gets the call… 😂 #VaccinesWork #Vaccine #COVID19 #NHS https://t.co/4ibL5YyWGE",0
8211,if u eatin cheetos mac n cheese don’t worry about what’s in the vaccine,0
8212,"Today is the two week anniversary of me getting my second COVID vaccine, which means I’m fully vaccinated. I’m hopeful that we can get to normalcy soon!! ✅✅

#CovidVaccine #Vaccinated #COVID19",0
8213,"Huzzah! We’re officially a fully vaccinated family!! Thank you to every scientist who worked on the vaccine, to @POTUS for getting the shots out to the public and to every health care provider doing the work. #VaccinesWork #vaccinated https://t.co/IFjqnsrgmJ",0
8214,Second vaccine done ^w^ #vaccinated #VTuberUprising #VTuberEN,0
8215,Yay! I just got my 2nd #Pfizer #COVID19 #vaccine! #CovidVaccine #vaccinated,0
8216,"If you’ve had a COVID-19 vaccine, it’s thanks in part to cell gene therapy technology. Read more about it and how it can be used, here: https://t.co/8ynW27dqPg",1
8217,"Popular Sierra Leonean folk singer and actor Fantacee Wiz recently took her first dose of the #COVID19 vaccine in #Freetown.

""I have taken the COVID-19 vaccine and I feel great,"" she said. ""If you have the opportunity to take the vaccine, go take it.""

#VaccinesWork
#Vaccinated https://t.co/ApE0vcRw4d",0
8218,"One dose of AZ or Pfizer vaccine cuts household transmission by half. This is a clear body shot to the virus. Need the second dose for the knock out punch. 👊🏾👊🏾👊🏾 #VaccinesWork #COVID19 
https://t.co/5hscLwPVck",0
8219,"Lemme tell you, I'm not complaining even a little because thank god for the #CovidVaccine BUT #Pfizer shot #2 definitely hits different #VaccinesWork #GetVaccinated #COVID19",0
8220,"I’m not a hugger really, but in 2 weeks I will hug everyone that even kind of wants a hug. #vaccinated #CovidVaccine #Pfizer",0
8221,"The story of #COVID19 vaccines is one of groundbreaking science, pioneering spirit and a miracle of manufacturing.

President @vonderleyen recently visited the Pfizer manufacturing site in Puurs, producing vaccines for Europeans and the world.
 
#VaccinesWork #StrongerTogether https://t.co/q4SNnEuuoe",0
8222,I got my 2nd COVID vaccine today - I really wanted to ask them if I could sync the microchip to my phone... #vaccinated #vaccinatedaf,0
8223,I just got my second shot of #Pfizer! If you’re able to do so please do your part and get #vaccinated #VaccinesWork,0
8224,"I’m happy you you all...really I am. 💜💉

🎶: Gnarls Barkley Crazy Stephen Kramer Glickman - Gustavo Rocque

#vaccine #vaccinecoronavirus #vaccines #covidvaccine #vaccineswork #thevaccines #pfizervaccine #covid19 #corona #pandemic #covid #socialdistancing #RobertEBlackmon https://t.co/E4DRH8B8ru",0
